PARAMETER_ID,VALUE,UNIT,SOURCE,PROVENANCE,FROZEN_OR_FITTABLE
PROPER_199_24_19_18_48,pk=0.25;phase=0;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_200_24_19_18_48,pk=0;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_201_24_19_20_49,pk=0.25;phase=0;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_202_24_19_20_49,pk=0;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_203_24_19_20_50,pk=0.25;phase=0;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_204_24_19_20_50,pk=0;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_205_25_15_14_42,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_206_25_15_14_43,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_207_25_15_16_44,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_208_26_10_9_35,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_209_26_10_9_36,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_210_26_10_11_38,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_211_30_3_4_32,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_212_30_3_4_33,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_213_31_3_4_32,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_214_31_3_4_33,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_215_35_9_10_37,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_216_36_9_10_37,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_217_37_10_11_38,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_218_37_10_26_56,pk=0.143;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_219_38_11_12_39,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_220_38_11_16_44,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_221_39_12_13_40,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_222_39_12_13_41,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_223_40_13_14_42,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_224_40_13_14_43,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_225_41_13_14_42,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_226_41_13_14_43,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_227_44_16_17_45,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_228_44_16_17_46,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_229_45_17_18_47,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_230_45_17_18_48,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_231_46_17_18_47,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_232_46_17_18_48,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_233_49_20_21_51,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_234_49_20_21_52,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_235_50_20_21_51,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_236_50_20_21_52,pk=0.12;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
IMPROPER_237_5_8_7_34,pk=10.5;phase=180.0000771436223;periodicity=2;scee=0;scnb=0,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
ENERGY_REFERENCE_OFFSET,-928431.35189918976,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,NUISANCE_FITTABLE
S_C_LINEAR,376.50243266343682,kcal/mol/angstrom,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
S_C_QUADRATIC,-98.569310557544711,kcal/mol/angstrom^2,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
S_H_LINEAR,-19.233927145948119,kcal/mol/angstrom,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
S_H_QUADRATIC,3.7030850533547728,kcal/mol/angstrom^2,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
ANGLE_9_10_26_LINEAR,85.89324502879029,kcal/mol/radian,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
ANGLE_9_10_26_QUADRATIC,-25.000714301903521,kcal/mol/radian^2,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
ANGLE_11_10_26_LINEAR,241.48789032670092,kcal/mol/radian,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
ANGLE_11_10_26_QUADRATIC,-59.757134304956537,kcal/mol/radian^2,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
ANGLE_10_26_56_LINEAR,464.21321176179083,kcal/mol/radian,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
ANGLE_10_26_56_QUADRATIC,-138.63045862332038,kcal/mol/radian^2,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
CHI_SHSC_COS_N1,-11.396634126249833,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
CHI_SHSC_SIN_N1,3.2789515364633441,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
CHI_SHSC_COS_N2,8.2750746328974891,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
CHI_SHSC_SIN_N2,-5.2129361933928777,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
CHI_SHSC_COS_N3,-1.4400883234337039,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
CHI_SHSC_SIN_N3,3.1606531739074608,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
PHI_SC_COS_N1,6.4856737914006048,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
PHI_SC_SIN_N1,-17.062446155847965,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
PHI_SC_COS_N2,2.4184352326103964,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
PHI_SC_SIN_N2,-6.3083563291539884,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
PHI_SC_COS_N3,2.2560119713490239,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
PHI_SC_SIN_N3,1.5963876986344185,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
PSI_BACKBONE_COS_N1,-175.13550339970274,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
PSI_BACKBONE_SIN_N1,43.637831985747432,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
PSI_BACKBONE_COS_N2,86.9593240447916,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
PSI_BACKBONE_SIN_N2,-35.336369495252313,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
PSI_BACKBONE_COS_N3,-22.045779489141381,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
PSI_BACKBONE_SIN_N3,20.666996456854662,kcal/mol,FIT_ARTIFACT/fit-artifact.json,verified receipt 12be7612dfe58d7259b7e8be66a8e516ad7800eef7cd1b7c0a73816ae2c303cd,FITTABLE
